A01	Badanie ogolne moczu (profil)
86.01	Aspiracja ze skory i tkanki podskornej
86.01	Aspiracja ze skory i tkanki podskornej
86.01	Aspiracja ze skory i tkanki podskornej
86.02	Usuniecie defektu skory przez wstrzykniecie lub tatuaz
86.03	Naciecie torbieli skorzastej
86.04	Naciecie/ drenaz skory/ tkanki podskornej - inne
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.05	Naciecie z usunieciem ciala obcego lub urzadzenia ze skory i tkanki podskornej
86.06	Wprowadzenie calkowicie wszczepialnej pompy infuzyjnej
86.07	Wprowadzenie wszczepialnego dostepu do naczynia zylnego
86.08	Zalozenie innego urzadzenia umozliwiajacego kontrolowane dawkowanie lekow
86.08	Zalozenie innego urzadzenia umozliwiajacego kontrolowane dawkowanie lekow
86.08	Zalozenie innego urzadzenia umozliwiajacego kontrolowane dawkowanie lekow
86.09	Naciecie skory/ tkanki podskornej - inne
86.09	Naciecie skory/ tkanki podskornej - inne
86.09	Naciecie skory/ tkanki podskornej - inne
86.09	Naciecie skory/ tkanki podskornej - inne
86.11	Biopsja skory/tkanki podskornej
86.19	Zabiegi diagnostyczne skory/ tkanki podskornej - inne
86.21	Wyciecie cysty lub zatoki pilonidalnej
86.22	Oczyszczenie (wyciecie) rany, zakazenia, oparzenia
86.22	Oczyszczenie (wyciecie) rany, zakazenia, oparzenia
86.22	Oczyszczenie (wyciecie) rany, zakazenia, oparzenia
86.22	Oczyszczenie (wyciecie) rany, zakazenia, oparzenia
86.23	Usuniecie paznokcia, lozyska paznokcia lub obrabka naskorkowego
86.24	Chemiochirurgia skory
86.25	Dermabrazja
86.26	Podwiazanie wyrosli skornej
86.27	Oczyszczenie paznokcia/ lozyska/ walu paznokciowego
86.27	Oczyszczenie paznokcia/ lozyska/ walu paznokciowego
86.28	Oczyszczenie rany, zakazenia, oparzenia bez wycinania
86.28	Oczyszczenie rany, zakazenia, oparzenia bez wycinania
86.28	Oczyszczenie rany, zakazenia, oparzenia bez wycinania
86.28	Oczyszczenie rany, zakazenia, oparzenia bez wycinania
86.28	Oczyszczenie rany, zakazenia, oparzenia bez wycinania
86.31	Zniszczenie zmiany skory przez kauteryzacje
86.32	Kriochirurgiczne zniszczenie skory
86.33	Zniszczenie zmiany skory przez fulguracje
86.34	Zniszczenie zmiany skory laserem
86.35	Zniszczenie zmiany skory z Z-plastyka
86.38	Inne miejscowe wyciecie lub zniszczenie zmiany lub tkanki skory
86.38	Inne miejscowe wyciecie lub zniszczenie zmiany lub tkanki skory
86.38	Inne miejscowe wyciecie lub zniszczenie zmiany lub tkanki skory
86.38	Inne miejscowe wyciecie lub zniszczenie zmiany lub tkanki skory
	
86.51	Replantacja skalpu
86.52	Szycie pojedynczej rany skory i tkanki podskornej, dlugosci do 4,0 cm
86.53	Szycie pojedynczej rany skory i tkanki podskornej, dlugosci powyzej 4,0 cm
86.54	Szycie licznych ran skory i tkanki podskornej, ponizej 4 ran
86.55	Szycie licznych ran skory i tkanki podskornej, 4 ran i powyzej
86.59	Szycie skory i tkanki podskornej w innym miejscu
86.60	Przeszczep wolny skory BNO
86.60	Przeszczep wolny skory BNO
86.60	Przeszczep wolny skory BNO
86.60	Przeszczep wolny skory BNO
86.61	Pelnej grubosci przeszczep skory na reke
86.62	Przeszczep skory na reke - inny
86.63	Przeszczep pelnej grubosci skory na inne miejsce
86.64	Przeszczep wlosow
86.64	Przeszczep wlosow
86.65	Przeszczep skory heterogeniczny
86.66	Przeszczep skory homogeniczny 
86.66	Przeszczep skory homogeniczny 
86.67	Przeszczep regeneracyjny
86.67	Przeszczep regeneracyjny
86.67	Przeszczep regeneracyjny
86.69	Inny przeszczep skory - inne miejsce
86.71	Preparowanie skorno-podskornego plata uszypulowanego
86.72	Przeniesienie skorno-podskornego plata uszypulowanego
86.73	Umocowanie skorno-podskornego plata uszypulowanego do reki
86.74	Umocowanie plata uszypulowanego - inne
86.74	Umocowanie plata uszypulowanego - inne
86.74	Umocowanie plata uszypulowanego - inne
86.74	Umocowanie plata uszypulowanego - inne
86.74	Umocowanie plata uszypulowanego - inne
86.74	Umocowanie plata uszypulowanego - inne
86.75	Rewizja plata uszypulowanego
86.75	Rewizja plata uszypulowanego
86.79	Przeszczepienie plata uszypulowanego – inne
86.81	Operacja zwiotczenia skory twarzy
86.82	Usuniecie zmarszczek twarzy
86.83	Operacja plastyczna pomniejszajaca
86.83	Operacja plastyczna pomniejszajaca
86.83	Operacja plastyczna pomniejszajaca
86.83	Operacja plastyczna pomniejszajaca
86.84	Relaksacja blizny lub przykurczy skory
86.85	Korekcja syndaktylii
86.86	Plastyka malzowiny usznej
86.89	Rekonstrukcja/ plastyka skory i tkanki podskornej - inna
86.91	Wyciecie skory do przeszczepu
86.92	Elektroliza i inna epilacja skory
86.93	Wprowadzenie ekspandera pod skore
86.94	Wprowadzenie lub wymiana jednoszeregowego generatora impulsow do neurostymulacji, nieokreslony czy do doladowywania
86.95	Wprowadzenie lub wymiana dwuszeregowego generatora impulsow do neurostymulacji, nieokreslony czy do doladowywania
86.96	Wprowadzenie lub wymiana innego generatora impulsow do neurostymulacji
86.97	Wprowadzenie lub wymiana jednoszeregowego generatora impulsow do neurostymulacji, do doladowywania
86.98	Wprowadzenie lub wymiana dwuszeregowego generatora impulsow do neurostymulacji, do doladowywania
86.99	Operacje skory/ tkanki podskornej - inne
87.01	Pneumoencefalogram
87.02	Inny kontrastowy radiogram mozgu/czaszki
87.02	Inny kontrastowy radiogram mozgu/czaszki
87.02	Inny kontrastowy radiogram mozgu/czaszki
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.03	Komputerowa tomografia glowy i/ lub szyi
87.04	Tomografia glowy i/ lub szyi - inne
87.05	Radiologiczne badanie kontrastowe woreczka lzowego
87.06	Kontrastowy radiogram nosogardzieli
87.06	Kontrastowy radiogram nosogardzieli
87.07	Kontrastowy laryngogram
87.07	Kontrastowy laryngogram
87.08	Limfangiografia szyjna
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.09	Inne zdjecie rentgenowskie tkanek miekkich twarzy, glowy i szyi
87.11	RTG pantomograficzne
87.12	Zdjecie rentgenowskie zebow - inne
87.12	Zdjecie rentgenowskie zebow - inne
87.13	Kontrastowy artrogram stawu skroniowo-zuchwowego
87.14	Kontrastowy rentgenogram oczodolu
87.15	Kontrastowy rentgenogram zatok
87.16	Inne zdjecie rentgenowskie kosci twarzy
87.16	Inne zdjecie rentgenowskie kosci twarzy
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.17	Inne zdjecie rentgenowskie czaszki
87.21	Kontrastowa mielografia
87.22	Zdjecie RTG kregoslupa szyjnego
87.22	Zdjecie RTG kregoslupa szyjnego
87.23	Zdjecie RTG kregoslupa piersiowego
87.23	Zdjecie RTG kregoslupa piersiowego
87.24	Zdjecie RTG kregoslupa ledzwiowo-krzyzowego
87.24	Zdjecie RTG kregoslupa ledzwiowo-krzyzowego
87.29	Zdjecie rtg kregoslupa - inne
87.31	Bronchografia dotchawicza
87.32	Bronchografia kontrastowa - inne
87.33	Pneumografia srodpiersia
87.34	Limfangiografia srodpiersiowa
87.35	Mammografia z kontrastem
87.36	Kserografia piersi
87.37	Inna mammografia
87.37	Inna mammografia
87.37	Inna mammografia
87.38	Sinografia sciany klatki piersiowej
87.39	Badanie rtg tkanek miekkich sciany klatki piersiowej - inne
87.41	Komputerowa tomografia (TK) klatki piersiowej
87.41	Komputerowa tomografia (TK) klatki piersiowej
87.41	Komputerowa tomografia (TK) klatki piersiowej
87.41	Komputerowa tomografia (TK) klatki piersiowej
87.41	Komputerowa tomografia (TK) klatki piersiowej
87.42	Tomografia klatki piersiowej - inne
87.42	Tomografia klatki piersiowej - inne
87.43	Zdjecie RTG zeber/mostka/obojczykow
87.43	Zdjecie RTG zeber/mostka/obojczykow
87.43	Zdjecie RTG zeber/mostka/obojczykow
87.44	Rutynowe zdjecie RTG klatki piersiowej
87.44	Rutynowe zdjecie RTG klatki piersiowej
87.49	Inne zdjecie RTG klatki piersiowej
87.49	Inne zdjecie RTG klatki piersiowej
87.51	Przezskorna cholangiografia
87.52	Cholangiografia dozylna
87.53	Cholangiografia srodoperacyjna
87.54	Cholangiografia - inne
87.59	Inne badanie rtg drog zolciowych
87.59	Inne badanie rtg drog zolciowych
87.61	Doustne podanie kontrastu barytowego
87.62	Seriogram gornego odcinka przewodu pokarmowego
87.63	Seriogram jelita cienkiego
87.64	Seriogram dolnego odcinka przewodu pokarmowego
87.65	Badanie RTG jelit - inne
87.66	Pankreatografia kontrastowa
87.69	Inne zdjecie RTG przewodu pokarmowego
87.69	Inne zdjecie RTG przewodu pokarmowego
87.71	Komputerowa tomografia nerek
87.72	Nefrotomografia - inne
87.73	Urografia
87.73	Urografia
87.73	Urografia
87.74	Urografia wsteczna
87.75	Urografia przezskorna
87.76	Cystoureterografia wsteczna
87.77	Cystografia - inne
87.78	Badanie kontrastowe RTG wstawki z jelita biodrowego
87.79	Badanie RTG ukladu moczowego - inne
87.81	Zdjecie RTG macicy ciezarnej
87.82	Histerosalpingografia (kontrast gazowy)
87.83	Histerosalphingografia (kontrast cieniujacy)
87.84	Histerografia przezskorna
87.85	Badanie RTG jajowodow/macicy - inne
87.89	Badanie RTG zeńskich narzadow plciowych - inne
87.91	RTG nasieniowodow z kontrastem
87.92	Badanie RTG prostaty/nasieniowodow - inne
87.93	Kontrastowe badanie RTG najadrzy
87.94	Kontrastowe badanie RTG nasieniowodu
87.95	Badanie RTG najadrzy/nasieniowodow - inne
87.99	Badanie RTG meskich narzadow plciowych - inne
88.01	Komputerowa tomografia brzucha
88.01	Komputerowa tomografia brzucha
88.01	Komputerowa tomografia brzucha
88.01	Komputerowa tomografia brzucha
88.02	Inna TK jamy brzusznej
88.03	Sinografia scian jamy brzusznej
88.04	Limfangiografia brzuszna
88.09	Badanie rtg scian jamy brzusznej - inne
88.11	Zdjecie RTG miednicy 
88.11	Zdjecie RTG miednicy 
88.12	Zdjecie rtg miednicy (kontrast gazowy)
88.13	Pneumografia otrzewnowa - inne
88.14	Fistulografia
88.15	Pneumografia zaotrzewnowa
88.16	Zdjecie RTG przestrzeni zaotrzewnowej - inne
88.19	Inne RTG brzucha
88.19	Inne RTG brzucha
88.21	Zdjecie RTG kosci barku i ramienia
88.22	Zdjecie RTG kosci lokcia/przedramienia
88.23	Zdjecie RTG nadgarstka/dloni
88.24	Zdjecie RTG kosci kończyny gornej - inne
88.24	Zdjecie RTG kosci kończyny gornej - inne
88.25	Pelwimetria
88.26	Zdjecie RTG kosci miednicy/biodra - inne
88.27	Zdjecie RTG uda/kolana/podudzia
88.28	Zdjecie RTG kostki/stopy
88.29	Zdjecie RTG kosci kończyny dolnej - inne
88.29	Zdjecie RTG kosci kończyny dolnej - inne
88.30	Inne diagnostyczne badania radiologiczne
88.30	Inne diagnostyczne badania radiologiczne
88.30	Inne diagnostyczne badania radiologiczne
88.30	Inne diagnostyczne badania radiologiczne
88.30	Inne diagnostyczne badania radiologiczne
88.31	Seriogram ukladu kostnego
88.32	Artrografia kontrastowa
88.33	Inne zdjecie RTG ukladu kostnego
88.33	Inne zdjecie RTG ukladu kostnego
88.34	Limfangiografia kończyny gornej
88.35	Inne RTG tkanek miekkich kończyny gornej
88.36	Limfangiografia kończyny dolnej
88.37	Inne RTG tkanek miekkich kończyny dolnej
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.38	Tomografia komputerowa - inne
88.39	Zdjecie RTG - inne
88.40	Arteriografia, nieokreslone miejsce
88.41	Arteriografia naczyń mozgowych
88.41	Arteriografia naczyń mozgowych
88.41	Arteriografia naczyń mozgowych
88.41	Arteriografia naczyń mozgowych
88.41	Arteriografia naczyń mozgowych
88.42	Aortografia
88.42	Aortografia
88.43	Arteriografia tetnic plucnych z kontrastem
88.44	Arteriografia innych naczyń klatki piersiowej z kontrastem
88.45	Arteriografia tetnic nerkowych z kontrastem
88.46	Arteriografia lozyska
88.46	Arteriografia lozyska
88.47	Arteriografia innych wewnatrzbrzusznych tetnic z kontrastem
88.48	Arteriografia tetnic kończyny dolnej z kontrastem
88.49	Inna arteriografia
88.49	Inna arteriografia
88.49	Inna arteriografia
88.49	Inna arteriografia
88.51	Angiokardiografia zyl proznych
88.51	Angiokardiografia zyl proznych
88.52	Angiokardiografia prawego serca
88.52	Angiokardiografia prawego serca
88.52	Angiokardiografia prawego serca
88.52	Angiokardiografia prawego serca
88.53	Angiokardiografia lewego serca
88.53	Angiokardiografia lewego serca
88.53	Angiokardiografia lewego serca
88.53	Angiokardiografia lewego serca
88.54	Angiokardiografia lewego i prawego serca
88.55	Koronarografia z uzyciem jednego cewnika
88.56	Koronarografia z uzyciem dwoch cewnikow
88.57	Koronarografia - inne
88.58	Badanie rtg serca z uzyciem kontrastu negatywnego
88.59	Angiokardiografia - inne
88.59	Angiokardiografia - inne
88.61	Flebografia zyl glowy/szyi
88.62	Flebografia zyl plucnych
88.63	Flebografia innych zyl klatki piersiowej
88.64	Flebografia zyly wrotnej
88.65	Flebografia innych zyl brzusznych
88.66	Flebografia zyl kończyny dolnej
88.67	Flebografia impedancyjna
88.69	Flebografia - inne
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.71	Diagnostyka ultrasonograficzna glowy/szyi
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.72	Diagnostyka ultrasonograficzna serca
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.73	Diagnostyka ultrasonograficzna klatki piersiowej - inne
88.74	Diagnostyka ultrasonograficzna przewodu pokarmowego
88.74	Diagnostyka ultrasonograficzna przewodu pokarmowego
88.74	Diagnostyka ultrasonograficzna przewodu pokarmowego
88.74	Diagnostyka ultrasonograficzna przewodu pokarmowego
88.75	Diagnostyka ultrasonograficzna ukladu moczowego
88.75	Diagnostyka ultrasonograficzna ukladu moczowego
88.75	Diagnostyka ultrasonograficzna ukladu moczowego
88.76	Diagnostyka ultrasonograficzna brzucha i przestrzeni zaotrzewnowej
88.76	Diagnostyka ultrasonograficzna brzucha i przestrzeni zaotrzewnowej
88.76	Diagnostyka ultrasonograficzna brzucha i przestrzeni zaotrzewnowej
88.76	Diagnostyka ultrasonograficzna brzucha i przestrzeni zaotrzewnowej
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.77	Diagnostyka ultrasonograficzna obwodowego ukladu naczyniowego
88.78	Diagnostyka USG macicy ciezarnej
88.78	Diagnostyka USG macicy ciezarnej
88.78	Diagnostyka USG macicy ciezarnej
88.78	Diagnostyka USG macicy ciezarnej
88.78	Diagnostyka USG macicy ciezarnej
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.79	Inna diagnostyczna ultrasonografia
88.81	Termografia mozgu
88.82	Termografia oczodolu
88.83	Termografia kosci
88.84	Termografia miesni
88.85	Termografia piersi
88.86	Termografia naczyń krwionosnych
88.89	Inna termografia
88.89	Inna termografia
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.90	Diagnostyka obrazowa – nie sklasyfikowana gdzie indziej
88.91	Rezonans magnetyczny mozgu i pnia mozgu
88.91	Rezonans magnetyczny mozgu i pnia mozgu
88.91	Rezonans magnetyczny mozgu i pnia mozgu
88.92	Rezonans magnetyczny klatki piersiowej i miesnia sercowego
88.92	Rezonans magnetyczny klatki piersiowej i miesnia sercowego
88.92	Rezonans magnetyczny klatki piersiowej i miesnia sercowego
88.92	Rezonans magnetyczny klatki piersiowej i miesnia sercowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.93	Rezonans magnetyczny kanalu kregowego
88.94	Rezonans magnetyczny ukladu miesniowo-szkieletowego
88.95	Rezonans magnetyczny miednicy, pecherza, prostaty
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.97	Rezonans magnetyczny innych okolic i miejsc nieokreslonych
88.98	Badanie stopnia uwapnienia kosci
88.98	Badanie stopnia uwapnienia kosci
88.98	Badanie stopnia uwapnienia kosci
88.98	Badanie stopnia uwapnienia kosci
88.99	Diagnostyka obrazowa - inne
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.00	Porada lekarska, konsultacja, asysta
89.01	Profilaktyka i promocja zdrowia
89.02	Porada lekarska, inne
89.03	Porada, personel pomocniczy
89.04	Opieka pielegniarki lub poloznej
